Frame,Time,R,G,B
# Using H.264 software decoder
# Decoder Configured for SOFTWARE decoding
# NAL: SPS (7) found
#  [Keyframe/Header Found! Syncing Stream...] 
# NAL: PPS (8) found
# [FFMPEG] no frame!
# NAL: IDR (5) found
# Re-initializing Decoder with SPS/PPS Extradata...
# Decoder configured with Extradata (SPS+PPS)
# Decoder Configured for SOFTWARE decoding
1,254,0,0
# NAL: SPS (7) found
# NAL: PPS (8) found
# [FFMPEG] no frame!
# NAL: IDR (5) found
12,0,254,2
ERROR: Error sending packet: Invalid data found when processing input
30,0,254,0
# NAL: SPS (7) found
# NAL: PPS (8) found
# [FFMPEG] no frame!
# NAL: IDR (5) found
42,0,0,254
60,0,0,254
# NAL: SPS (7) found
# NAL: PPS (8) found
# [FFMPEG] no frame!
# NAL: IDR (5) found
72,254,0,0
90,254,0,0
# NAL: SPS (7) found
# NAL: PPS (8) found
# [FFMPEG] no frame!
# NAL: IDR (5) found
102,0,254,0
120,0,254,0
# NAL: SPS (7) found
# NAL: PPS (8) found
# [FFMPEG] no frame!
# NAL: IDR (5) found
132,1,0,252
150,0,0,254
# NAL: SPS (7) found
# NAL: PPS (8) found
# [FFMPEG] no frame!
# NAL: IDR (5) found
162,253,0,1
180,254,0,0
# NAL: SPS (7) found
# NAL: PPS (8) found
# [FFMPEG] no frame!
# NAL: IDR (5) found
192,0,254,0
# NAL: SPS (7) found
#  [Keyframe/Header Found! Syncing Stream...] 
# NAL: PPS (8) found
# [FFMPEG] no frame!
# NAL: IDR (5) found
# Re-initializing Decoder with SPS/PPS Extradata...
# Decoder configured with Extradata (SPS+PPS)
# Decoder Configured for SOFTWARE decoding
# NAL: SPS (7) found
# NAL: PPS (8) found
# [FFMPEG] no frame!
# NAL: IDR (5) found
207,1,0,252
210,0,0,254
# NAL: SPS (7) found
# NAL: PPS (8) found
# [FFMPEG] no frame!
# NAL: IDR (5) found
237,254,0,0
240,254,0,0
# NAL: SPS (7) found
# NAL: PPS (8) found
# [FFMPEG] no frame!
# NAL: IDR (5) found
267,0,254,0
270,0,254,0
# NAL: SPS (7) found
# NAL: PPS (8) found
# [FFMPEG] no frame!
# NAL: IDR (5) found
297,0,0,254
300,0,0,254
# NAL: SPS (7) found
# NAL: PPS (8) found
# [FFMPEG] no frame!
# NAL: IDR (5) found
327,254,0,0
330,254,0,0
# NAL: SPS (7) found
# NAL: PPS (8) found
# [FFMPEG] no frame!
# NAL: IDR (5) found
357,1,253,2
360,0,254,0
